"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"22208",23,1,30,19.5,0.344827586,14,1,11511,263,0,2,36,3,-0.00132626,1,1,798,0,0,0,31,0,26,1,0,1,0,-1,0,1170,5,0,0,NA,0,NA,1,0,1
"22209",18,1,72,19.35483871,0.646153846,21,0,31664,42,2,4,159,10,-0.008391608,0,0,3134,27,0,0,7,0,49,0,0,4,-0.019746835,0,0,1294,0,0,0,NA,0,NA,0,1,0
"22218",22,0,2,24,0.5,1,0,2089,3,0,1,3,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22220",25,1,3,22,0.333333333,1,0,15219,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22221",19,1,2,19.5,1,1,0,2055,67,0,0,1,1,NA,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,5,0,0,0,NA,0,NA,0,0,0
"22222",28,1,9,27.66666667,0.333333333,1,0,15620,0,0,1,4,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22227",23,1,21,25.05882353,0.636363636,4,0,52534,19,0,1,7,0,0,0,0,2209,0,0,0,0,0,64,1,0,0,0,0,0,229,0,0,0,NA,0,NA,0,0,1
"22229",24,0,98,25.29032258,0.530864198,13,2,20696,0,0,0,16,0,0,0,0,849,0,0,0,0,0,64,0,0,0,0,1,0,2208,0,0,0,NA,0,NA,1,0,1
"22231",17,0,1,18,1,1,0,1753,7,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22234",30,1,40,22.29411765,0.861111111,8,0,74933,2520,0,1,30,5,-0.017676768,1,0,7884,75,0,0,3,0,36,1,0,9,-0.001904762,4,1,6747,15,0,0,NA,0,NA,0,0,0
"22239",27,1,1,22,1,1,0,1364,98,0,1,1,0,0,0,0,179,2,0,0,0,0,26,1,0,0,NA,-1,0,53,2,0,0,NA,0,NA,0,0,1
"22241",16,1,3,17,0,1,0,1029,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22243",23,0,1,24,1,0,0,309,3,0,2,2,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22245",23,1,1,22,1,1,0,19252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22247",31,1,27,28.2631579,0.85,5,0,121861,255,4,1,11,0,0,0,0,2437,1,1,0,0,0,82,0,0,0,0,0,0,3414,3,0,0,NA,0,NA,0,0,0
"22251",25,1,1,NA,1,0,0,582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22254",22,1,12,21.66666667,0.083333333,8,0,3337,111,21,1,7,0,0,0,0,512,15,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22267",39,1,4,31,0.75,1,0,30366,76,0,2,2,2,0.25,0,0,1590,6,0,0,1,0,74,1,0,1,0.05,1,0,443,2,0,0,NA,0,NA,0,0,0
"22268",18,0,2,18,0,2,0,16003,120,0,0,1,0,0,0,0,49,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22275",22,1,11,20.875,0.555555556,4,0,30970,2,2,1,12,1,0,1,0,423,0,0,0,1,0,46,1,0,0,-0.055555556,0,0,1173,0,0,0,NA,0,NA,0,1,1
"22276",24,0,10,26.28571429,0.25,7,0,50840,950,8,0,3,0,-0.125,1,0,2445,36,0,0,0,0,79,1,0,2,0.030769231,1,0,3401,24,2,0,NA,0,NA,0,0,1
"22278",36,1,3,32.33333333,0.666666667,2,0,1569,5,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22280",21,0,1,NA,1,1,0,812,22,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22281",21,1,1,21,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22282",30,1,1,28,1,1,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22283",23,0,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22288",30,0,1,31,1,1,0,518,6,0,0,3,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22289",32,0,1,30,0,1,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22290",16,0,1,18,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22291",30,1,40,25.63333333,0.722222222,4,0,58588,0,0,0,40,2,0.016339869,0,0,5810,0,0,0,3,0,33,1,0,2,0,0,0,8037,0,0,0,NA,0,NA,0,0,0
"22292",18,0,21,18.83333333,0.5,1,0,325,10,0,0,22,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22293",23,0,24,21.15789474,0.714285714,5,0,11311,288,0,0,41,5,0.026785714,2,0,3296,28,0,0,7,0,8,1,0,2,0.026515152,-1,0,0,2,0,0,NA,0,NA,0,0,1
"22296",25,1,6,24,1,2,0,285,7,0,1,5,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22302",28,1,3,31,1,1,0,46272,0,0,0,6,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22305",22,0,91,22.18918919,0.546511628,12,0,28210,0,1,1,355,0,0,0,0,0,0,0,0,0,0,52,0,0,1,-0.006117353,1,0,0,0,0,0,NA,0,NA,0,1,1
"22306",26,1,3,23,1,1,0,1311,0,1,0,1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22310",28,1,1,24,0,1,0,2092,21,0,1,2,0,0,0,0,325,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22318",20,0,3,21,0,1,0,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22321",21,1,14,21.36363636,0.461538462,3,0,16906,19,80,0,11,0,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22323",25,1,5,27,0.25,2,0,15064,0,0,0,1,1,0.25,0,0,1804,0,0,0,0,0,56,0,0,0,0,0,0,1366,0,0,0,NA,0,NA,0,1,1
"22328",26,1,2,30,0.5,1,0,154,4,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22329",25,1,1,NA,NA,1,0,114,4,0,0,0,0,NA,0,0,0,0,0,0,0,0,74,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"22331",22,0,2,17,0,1,0,14490,91,0,3,6,0,0,0,0,1955,1,0,0,1,0,32,1,0,0,0,0,0,389,0,0,0,NA,0,NA,0,0,1
"22333",45,1,2,NA,NA,0,0,15143,113,0,1,1,0,NA,0,0,0,0,0,0,0,0,69,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"22337",26,1,1,24,1,1,0,151,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22338",33,1,10,28.42857143,0.5,4,2,49293,3,0,1,6,0,0,0,0,44,0,0,0,0,0,77,0,0,0,0,0,0,409,0,0,0,NA,0,NA,1,0,0
"22341",19,1,12,23.22222222,0.25,3,0,0,11,1,1,73,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22342",28,1,8,27.6,0.8,6,0,12961,200,0,1,2,0,0,0,0,628,1,0,0,0,0,57,1,0,0,0,0,0,315,0,0,0,NA,0,NA,0,1,1
"22345",23,1,9,23.875,0.444444444,1,1,16587,0,0,0,5,0,0,0,1,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"22347",23,1,2,19,1,1,0,2609,0,3,0,1,0,0,0,0,383,0,0,0,0,0,71,1,0,0,0,0,0,82,0,0,0,NA,0,NA,0,0,1
"22349",20,0,22,22.05,0.476190476,13,1,10232,44,6,1,41,0,0,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0
"22352",20,0,4,20.5,0.5,1,0,3347,2,0,1,3,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22355",22,1,12,19.66666667,0.545454546,2,0,10690,8,0,0,6,1,0.045454546,0,0,716,0,0,0,1,0,33,0,0,0,0,0,0,154,0,0,0,NA,0,NA,0,0,1
"22357",20,1,3,19.5,0.5,1,0,4097,0,0,1,8,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22359",31,1,2,NA,NA,0,0,445,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,68,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"22360",20,0,29,22.39130435,0.538461539,7,0,8253,3,0,1,38,1,0.018461539,0,0,127,0,0,0,0,0,60,1,0,0,0,0,0,70,0,0,0,NA,0,NA,0,1,0
"22361",27,1,16,27.25,0.714285714,1,1,13079,9,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"22363",28,1,7,26.5,0.428571429,1,0,7635,3,0,1,8,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22371",24,1,5,20.33333333,0.333333333,3,0,6821,1,0,1,8,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22372",22,1,34,24.12,0.833333333,12,0,75058,47,6,0,10,1,0,0,0,7788,0,0,0,0,0,44,0,0,4,-0.163851351,2,1,8417,1,1,0,NA,0,NA,0,1,1
"22374",25,0,65,25.63829787,0.604166667,7,2,42663,28,0,1,23,0,0,0,1,183,0,0,0,0,0,69,0,0,0,0.008421986,0,0,377,0,0,0,NA,0,NA,1,0,1
"22384",22,1,9,22.66666667,0.857142857,3,0,10509,0,0,1,2,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22385",23,0,6,24,0.333333333,1,0,7521,0,0,1,5,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22386",19,1,3,18.66666667,0.333333333,2,0,121,82,0,0,1,0,0,0,0,9,10,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22387",20,1,23,20.15789474,0.578947368,5,1,11515,126,2,2,19,0,-0.021052632,0,0,0,0,0,0,0,0,35,0,0,-1,-0.023391813,0,1,0,0,0,0,NA,0,NA,1,0,0
"22390",31,1,1,NA,1,1,0,6414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,7,0,0,0,NA,0,NA,0,1,0
"22393",14,0,9,19.14285714,0.5,1,0,887,127,0,0,4,8,NA,1,0,496,113,0,0,2,0,4,0,0,1,0.071428571,0,0,124,15,0,0,NA,0,NA,0,0,0
"22395",22,0,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22397",27,1,1,18,1,1,0,1003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22398",22,1,37,24.87096774,0.882352941,4,0,69514,126,2,0,6,0,0.029411765,0,0,1810,2,0,0,0,0,62,0,0,0,-0.028571429,0,0,2494,0,0,0,NA,0,NA,0,0,1
"22403",21,1,1,20,1,1,0,30099,22,0,1,0,0,0,0,0,460,0,0,0,0,0,21,1,0,0,0,0,0,2033,0,0,0,NA,0,NA,0,0,0
"22407",25,0,10,25.42857143,0.142857143,2,0,80374,0,1,0,2,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22408",26,1,2,25,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22410",26,0,17,20.75,0.4375,3,0,1819,24,6,0,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22411",31,1,8,24.875,1,7,0,2694,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,0,0,-1,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22412",41,1,0,NA,NA,0,0,37197,2,0,1,1,0,NA,0,0,1597,0,0,0,0,0,62,1,0,0,NA,0,0,927,0,0,0,NA,0,NA,0,0,0
"22414",22,1,9,21,1,1,0,6057,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22415",25,1,34,24.03448276,0.75,13,3,49180,15,18,1,168,2,-0.057692308,1,1,1244,0,0,0,0,0,71,0,0,-1,0,-1,0,1586,1,0,0,NA,0,NA,1,0,1
"22423",28,1,38,26.03125,0.594594595,1,0,73252,406,3,1,92,1,0.011261261,0,0,1693,0,0,0,0,0,77,0,0,-1,0.016516517,0,0,2406,0,0,0,NA,0,NA,0,0,1
"22427",25,1,5,25,0.666666667,1,0,42191,0,0,0,2,0,0,0,0,3945,0,0,0,0,0,72,1,0,0,0,0,0,4741,0,0,0,NA,0,NA,0,0,1
"22428",32,0,1,NA,1,0,0,36884,8,0,1,3,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22429",21,0,3,22,0.333333333,1,0,17032,4,0,0,3,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22430",24,0,2,NA,1,1,0,690,2,0,0,3,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22433",26,0,16,22.09090909,1,2,0,24711,49,0,0,12,0,0,0,0,1614,1,0,0,0,0,31,1,0,3,0.090909091,-1,0,1165,0,0,0,NA,0,NA,0,0,1
"22434",21,0,1,24,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22439",23,0,1,23,1,1,0,645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22440",18,0,3,23.33333333,1,2,0,1370,0,0,1,14,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22442",24,1,5,22,1,2,0,1113,3,0,0,25,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22443",43,0,1,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22444",31,1,5,29,1,1,0,135766,26,1,0,8,0,0,0,0,1105,0,0,0,0,0,82,1,0,0,0,0,0,1092,2,0,0,NA,0,NA,0,0,0
"22445",23,0,8,23.57142857,0.6,2,0,5156,25,0,1,4,0,0,0,0,19,0,0,0,0,0,47,1,0,0,0,0,0,129,0,0,0,NA,0,NA,0,1,1
"22446",23,0,1,23,1,1,0,2304,2,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22447",20,0,12,21.57142857,0.666666667,2,0,8022,5,0,2,8,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22449",21,1,1,21,0,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22462",21,0,10,20.57142857,0.111111111,2,0,223,22,0,1,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22463",18,1,3,NA,1,1,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22465",22,1,5,22,1,3,0,8043,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,71,0,0,0,NA,0,NA,0,1,1
"22466",21,0,1,NA,NA,0,0,728,1,0,1,24,0,NA,0,0,0,0,0,0,0,0,53,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"22470",27,1,23,27.95,0.85,3,0,43732,0,0,0,15,2,0.007894737,0,0,3001,0,0,0,0,0,87,0,0,0,0,0,0,451,0,0,0,NA,0,NA,0,0,1
"22475",22,1,1,22,1,1,0,1094,0,0,0,2,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22476",37,1,0,NA,NA,0,0,1732,3,1,1,2,0,NA,0,0,1,0,0,0,0,0,37,0,0,0,NA,0,0,688,0,0,0,NA,0,NA,0,0,0
"22479",18,1,1,17,0,1,0,62,0,0,1,3,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22480",21,1,10,21.55555556,0.375,1,0,3777,0,0,0,10,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22481",22,1,13,22.2,0.4,1,0,25374,0,0,0,5,3,-0.028571429,0,0,1418,0,0,0,0,0,52,0,0,0,0,0,0,645,0,0,0,NA,0,NA,0,1,1
"22487",19,1,3,20.5,1,1,0,4006,11,0,1,9,0,0,0,0,362,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22488",38,1,4,40,1,1,1,1545,1,0,1,2,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0
"22494",21,1,2,28,1,1,0,5016,10,0,1,1,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22497",25,1,31,24.73076923,0.56,4,1,36775,269,1,0,57,0,0.021538462,0,0,237,1,0,0,0,0,72,1,0,0,0,0,0,415,0,0,0,NA,0,NA,1,0,1
"22500",27,1,1,27,1,1,0,5661,12,0,1,2,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22503",30,1,2,28.5,1,1,0,14029,10,0,1,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22507",22,1,1,20,0,1,0,1019,2,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22511",19,0,17,24.07692308,0.714285714,1,0,12455,0,0,1,116,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22512",21,1,3,21,1,1,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22513",22,1,1,20,1,1,0,3096,0,0,0,1,0,0,0,0,1238,0,0,0,0,0,4,0,0,0,0,0,0,957,0,0,0,NA,0,NA,0,0,1
"22516",23,0,1,24,NA,1,0,16,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,26,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"22520",51,1,3,48.66666667,1,2,0,9252,0,0,0,10,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22525",19,0,15,20.13333333,0.8,1,0,4058,242,0,0,2,0,0,0,0,164,7,0,0,0,0,11,0,0,0,0,0,0,82,0,0,0,NA,0,NA,0,0,0
"22527",23,1,13,23.33333333,0.222222222,2,0,12052,0,0,0,12,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22535",21,1,17,23.45454546,0.733333333,5,1,30624,1,3,1,4,0,0,0,1,0,0,0,0,0,0,73,1,0,0,0,0,1,0,0,0,0,NA,0,NA,1,0,0
"22537",21,1,12,21.7,0.222222222,6,0,48231,3,0,0,7,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22539",22,1,5,19.66666667,0.75,1,0,48,11,0,1,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22540",26,0,3,28,1,2,0,14375,20,0,1,4,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22541",20,1,1,NA,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22543",34,1,3,NA,0,1,0,15830,41,0,0,8,0,0,0,0,832,2,0,0,1,0,57,0,0,0,0,0,0,1067,3,0,0,NA,0,NA,0,1,0
"22548",26,1,7,33,0.75,1,0,9825,3,1,1,16,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22549",21,0,1,24,1,1,0,4891,16,0,1,2,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22552",23,0,8,20.83333333,0.714285714,2,1,1901,0,0,0,2,3,0.114285714,1,1,955,0,0,0,0,0,8,0,0,2,0.063492064,0,0,435,0,0,0,NA,0,NA,1,0,1
"22557",23,1,3,22,0,2,0,1133,7,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"22560",19,1,17,19.8,0.875,7,1,12931,61,0,0,2,3,-0.125,2,0,2344,9,0,0,0,0,27,1,0,6,0.026737968,1,0,2362,63,0,0,NA,0,NA,1,0,0
"22563",26,1,7,25.2,0.6,3,0,13747,265,0,1,3,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"22565",29,0,13,27,0.666666667,2,0,12125,72,0,0,6,0,0,0,0,58,0,0,0,0,0,38,0,0,0,0,0,0,167,0,0,0,NA,0,NA,0,0,0
"22569",21,1,7,24.33333333,0.75,2,0,44675,156,0,1,2,1,0.083333333,0,0,6977,8,0,0,0,0,29,0,0,1,0.05,1,0,5046,0,0,0,NA,0,NA,0,0,0
"22573",18,0,7,21.6,0.166666667,2,0,71900,646,0,1,24,1,-0.033333333,0,0,503,1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"22574",27,1,3,NA,0.333333333,1,1,837,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1
"22575",28,1,17,29.38461539,0.266666667,4,1,52044,16,27,1,45,0,0,1,0,472,0,0,0,1,0,75,0,0,0,0,0,0,471,0,0,0,NA,0,NA,1,0,1
"22583",29,1,0,NA,NA,0,0,23152,194,0,0,0,0,NA,0,0,2181,10,0,0,0,0,78,1,0,0,NA,0,0,2173,1,0,0,NA,0,NA,0,0,0
"22584",25,1,16,24.38461539,0.214285714,2,0,36381,0,4,0,31,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,667,0,0,0,NA,0,NA,0,0,1
"22588",22,0,4,22.66666667,1,2,0,8984,29,0,1,1,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22590",24,1,2,NA,0.5,1,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,-1,-0.5,0,0,0,0,0,0,NA,0,NA,0,0,1
"22591",33,1,17,31,0.769230769,6,1,19963,21,10,1,15,2,-0.048951049,0,0,478,0,0,0,1,0,68,0,0,2,0.030769231,0,1,412,0,0,0,NA,0,NA,1,0,0
"22596",27,1,1,26,1,1,0,78,8,0,1,1,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22597",29,1,3,28,1,1,0,27447,3,0,0,2,0,0,0,0,1,0,0,0,0,0,78,0,0,0,0,0,0,2670,0,0,0,NA,0,NA,0,0,0
"22598",26,1,4,23.5,0.666666667,1,0,4892,34,0,0,3,0,0,0,0,379,0,0,0,0,0,42,0,0,0,0,0,0,1079,0,0,0,NA,0,NA,0,1,1
"22599",24,1,19,23.47368421,0.722222222,3,0,45799,65,3,1,132,1,-0.04248366,0,0,2247,3,0,0,0,0,62,0,0,1,0,0,0,1954,2,0,0,NA,0,NA,0,0,1
"22600",22,0,7,23.2,0.666666667,1,0,21459,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22601",25,0,13,25.33333333,0.9,2,0,4777,88,0,1,14,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22602",25,1,14,26.75,0.7,6,0,5617,35,0,1,9,5,0.033333333,2,0,0,0,0,0,0,0,38,0,0,-1,-0.033333333,0,0,0,0,0,0,NA,0,NA,0,0,1
"22603",20,1,1,21,1,1,0,937,31,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"22604",22,1,6,22,0.8,3,0,9214,2,0,1,80,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"22607",21,1,45,24.07894737,0.794871795,23,1,44591,147,16,0,28,3,0.017094017,1,0,896,0,0,0,0,0,47,0,0,-1,-0.005398111,-1,0,2666,0,0,0,NA,0,NA,1,1,0
"22608",21,1,9,20.33333333,0.111111111,8,0,17423,0,1,0,15,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
